1.078099999999999909e+03	8.047560796810999673e-01	2.689964114464000189e-01	-2.136120997825000090e-01	-4.041232127593000212e-01	-2.344109331364999937e-01	2.573633903936999867e-01
1.081099999999999909e+03	8.101469865878999643e-01	2.715815251895000171e-01	-2.014310240292999932e-01	-4.102397311541999825e-01	-2.419531990625000129e-01	2.482956613310000060e-01
1.084099999999999909e+03	8.161556466421999723e-01	2.736732581538000031e-01	-1.877473927453000013e-01	-4.172511040445999742e-01	-2.498275212819000002e-01	2.377381237654999924e-01
1.087099999999999909e+03	8.228729798594000000e-01	2.750151049148999993e-01	-1.723466205815999963e-01	-4.253387305872999846e-01	-2.579410841284000000e-01	2.253841993213999972e-01
1.090099999999999909e+03	8.304011127489999700e-01	2.752407270194000000e-01	-1.549984244467000061e-01	-4.347428488460999829e-01	-2.661256812651999759e-01	2.108294999465999964e-01
1.093099999999999909e+03	8.388515472998000488e-01	2.738278436205999755e-01	-1.354776494590000102e-01	-4.457852722526999822e-01	-2.740653278058000075e-01	1.935803362971000030e-01
1.096099999999999909e+03	8.483384152826000113e-01	2.700404662306000181e-01	-1.136120519065000056e-01	-4.588775241345999789e-01	-2.812283098810999804e-01	1.730531155847999936e-01
1.099099999999999909e+03	8.589629091354999968e-01	2.628446266426999745e-01	-8.937391223023000153e-02	-4.745591399738999794e-01	-2.867264277900000158e-01	1.485713453328000033e-01
1.102099999999999909e+03	8.707805403846999859e-01	2.508080908061999792e-01	-6.306799670703000515e-02	-4.935488987018000206e-01	-2.890615729016999813e-01	1.194452843688000032e-01
1.105099999999999909e+03	8.837337552909999561e-01	2.320261676277000085e-01	-3.570886476810000015e-02	-5.167896196090000505e-01	-2.857232364735000085e-01	8.522751244494999878e-02
1.108099999999999909e+03	8.975168216693999446e-01	2.042067413069000026e-01	-9.759555524839999205e-03	-5.454704126327000191e-01	-2.725402351853000171e-01	4.640302867029000300e-02
1.111099999999999909e+03	9.113111066232999491e-01	1.653640493411999979e-01	9.460356489805999206e-03	-5.809020987862999474e-01	-2.427596960228000089e-01	6.259160478984999824e-03
1.114099999999999909e+03	9.232889041645999662e-01	1.165423442938000043e-01	1.133727401522999917e-02	-6.236827779764000379e-01	-1.864705641554000037e-01	-2.409747632765999945e-02
1.117099999999999909e+03	9.298136348244000482e-01	7.073462697189999981e-02	-2.270257379219000129e-02	-6.694149566015999975e-01	-9.462549731040000023e-02	-1.281564303530999954e-02
