1.000100000000000023e+03	7.509664574452999952e-01	2.057680070669999917e-01	-3.272731437067000204e-01	-3.500234112050999991e-01	-1.383643868511000019e-01	3.244590154681999961e-01
1.003100000000000023e+03	7.518162974738999971e-01	2.073753607500999907e-01	-3.254379427253999979e-01	-3.520482753959999767e-01	-1.351785918720999902e-01	3.260939630586000004e-01
1.006100000000000023e+03	7.526306713110999524e-01	2.093239264697999980e-01	-3.243969307012999903e-01	-3.492351858196999781e-01	-1.397156535907999875e-01	3.271676206145999743e-01
1.009100000000000023e+03	7.534891106844000541e-01	2.105214085175000083e-01	-3.222057583015000004e-01	-3.520412062227000205e-01	-1.427891266441000118e-01	3.235200723603000039e-01
1.012100000000000023e+03	7.544745372461999500e-01	2.122534915117000043e-01	-3.201709727025000007e-01	-3.537503966532999922e-01	-1.425923999588999957e-01	3.235118126980000008e-01
1.015100000000000023e+03	7.554778271316999749e-01	2.142394965788000094e-01	-3.184795859330999956e-01	-3.530136241233999828e-01	-1.458821286190999933e-01	3.235126695062999769e-01
1.018100000000000023e+03	7.565302076390999497e-01	2.158943488987999926e-01	-3.161998935732999727e-01	-3.547926978459000069e-01	-1.488229998378000074e-01	3.211624443230999826e-01
1.021100000000000023e+03	7.576792078324999791e-01	2.177995536185000081e-01	-3.138636936340000183e-01	-3.563510388030000087e-01	-1.501954428432999977e-01	3.203357181979999968e-01
1.024099999999999909e+03	7.588801709725000455e-01	2.198983977595999895e-01	-3.116170481128999747e-01	-3.567101441880000112e-01	-1.531673581361999992e-01	3.196221950122000166e-01
1.027099999999999909e+03	7.601467292886999738e-01	2.218827164706999866e-01	-3.090122547931000163e-01	-3.582015469773999761e-01	-1.561969629690999894e-01	3.177035677939000213e-01
1.030099999999999909e+03	7.615079545377000381e-01	2.240083477657000000e-01	-3.062471773038999978e-01	-3.597730241054999945e-01	-1.585314832920000083e-01	3.163522345661999857e-01
1.033099999999999909e+03	7.629496954593000257e-01	2.262904688544999932e-01	-3.034108699867000269e-01	-3.607999864586999839e-01	-1.616454767408999904e-01	3.150616219833999865e-01
1.036099999999999909e+03	7.644813617397000494e-01	2.285704606270999861e-01	-3.002828044433000221e-01	-3.623631894239999762e-01	-1.649593394489999865e-01	3.131019936982999963e-01
1.039099999999999909e+03	7.661239467759000110e-01	2.309558605206999959e-01	-2.969177481840999944e-01	-3.641025469729999853e-01	-1.680368544197000102e-01	3.112624393546999935e-01
1.042099999999999909e+03	7.678791951093000279e-01	2.334767200626000072e-01	-2.933553900086000032e-01	-3.656519054078000153e-01	-1.715595590248999991e-01	3.093827932955000026e-01
1.045099999999999909e+03	7.697584281674000328e-01	2.360532728563999871e-01	-2.894761392422000035e-01	-3.675053011052999974e-01	-1.753398154777000006e-01	3.070561715262000169e-01
1.048099999999999909e+03	7.717812898463000115e-01	2.387258799869000081e-01	-2.852701906157000256e-01	-3.695757098190000089e-01	-1.791400481608000084e-01	3.046102623179000046e-01
1.051099999999999909e+03	7.739601332504000286e-01	2.415190988786000137e-01	-2.807366325010999808e-01	-3.716677362906000148e-01	-1.832751209193000108e-01	3.019991420459000042e-01
1.054099999999999909e+03	7.763120300271999508e-01	2.443913384008999934e-01	-2.757922258873999888e-01	-3.740084619947999789e-01	-1.877104010404999912e-01	2.989838091507999729e-01
1.057099999999999909e+03	7.788606286335999496e-01	2.473496004150000094e-01	-2.703900405501000193e-01	-3.766146943715000250e-01	-1.923275971340999979e-01	2.956688286319000269e-01
1.060099999999999909e+03	7.816287677419000435e-01	2.504033417291999797e-01	-2.644911563090999729e-01	-3.794019076149000025e-01	-1.972751113345999896e-01	2.920243067118000191e-01
1.063099999999999909e+03	7.846433808286999989e-01	2.535213930345999733e-01	-2.580110871767000158e-01	-3.824865815621000253e-01	-2.025731086191999986e-01	2.878846428281999770e-01
1.066099999999999909e+03	7.879379201027999491e-01	2.566840466131999898e-01	-2.508679491542999962e-01	-3.859293678199000044e-01	-2.081711559260999989e-01	2.832309234584000079e-01
1.069099999999999909e+03	7.915494555752999872e-01	2.598719513739999876e-01	-2.429785281894999982e-01	-3.897249042591999779e-01	-2.141408340869999927e-01	2.779988413376000000e-01
1.072099999999999909e+03	7.955209186523000131e-01	2.630339605193000030e-01	-2.342282311400999961e-01	-3.939623636342000079e-01	-2.205125394271000017e-01	2.720275478167000216e-01
1.075099999999999909e+03	7.999034681651000511e-01	2.661037156873000131e-01	-2.244871504842000098e-01	-3.987384165035000039e-01	-2.272629093357000085e-01	2.651977877505999892e-01
